,pile_sparsity,bio_sparsity
0,0.006177902,0.004406346
1,0.0028293,0.0011226359
2,0.0043406477,0.012260788
3,0.010006411,0.0107492395
4,0.0061349254,0.0020087166
5,0.002198975,7.216945e-05
6,0.006052553,0.0055289823
7,0.0058913906,0.00025259308
8,0.0065897624,0.0042138943
9,0.0022383702,0.00038490375
10,0.007882645,0.0062586954
11,0.0012785571,0.00013231067
12,0.0026144166,0.00049315795
13,0.011281386,0.0019525847
14,0.009340271,0.014754644
15,0.00699446,0.0004610826
16,0.009619621,0.00038490375
17,0.01635622,0.069611445
18,0.0070875757,0.034785677
19,0.004021904,0.007241002
20,0.0036816716,0.0006976381
21,0.004039811,0.00014834832
22,0.0145010585,0.014923039
23,0.0043191593,0.00030872488
24,0.0033808346,0.0033278137
25,0.0027540908,0.0019004623
26,0.0027576722,0.0019004623
27,0.015503848,0.0008820711
28,0.0011066503,4.009414e-06
29,0.007800273,0.0024938555
30,0.007993668,0.0002606119
31,0.0020413937,0.00049716735
32,0.00055153447,0.00020848954
33,0.0027254396,0.0015997562
34,0.023615703,0.032732856
35,0.0071019013,0.0066155335
36,0.006467995,0.0005091956
37,0.0012964641,0.0013511726
38,0.001962603,0.0068520885
39,0.013383664,0.009349953
40,0.0010278596,0.00012028242
41,0.00088818534,0.0
42,0.01301478,0.04254389
43,0.021416727,0.021326074
44,0.0057982747,0.00048112968
45,0.011922455,0.012541448
46,0.0077393893,0.0012950407
47,0.0023064169,4.0094143e-05
48,0.0012821385,0.00035683785
49,0.006672134,0.0032155502
50,0.0017262312,0.0002285366
51,0.0038464156,0.0062506767
52,0.025345515,0.05104385
53,0.002216882,0.00015636715
54,0.006715111,0.009899244
55,0.00063748786,0.00018443305
56,0.0030799976,0.0007056569
57,0.11392409,0.10706739
58,0.007657017,0.001820274
59,0.013963849,0.017400857
60,0.01154641,0.011122115
61,0.006543204,0.0009181558
62,0.008380459,0.017745666
63,0.0004369299,4.009414e-06
64,0.003907299,0.002545978
65,0.0072236685,0.0033037572
66,0.010278597,0.010147827
67,0.0057803676,0.0016398503
68,0.005665763,0.0020889048
69,0.009587388,0.012104421
70,0.007821761,0.0005653274
71,0.0016832545,8.820711e-05
72,0.0016725103,0.0001443389
73,0.0055762283,0.0016478692
74,0.0026251606,0.0005733462
75,0.0009526504,0.00010023535
76,0.0034560438,0.0026582417
77,0.010446922,0.0035403126
78,0.012835711,0.023787854
79,0.0068010646,0.003127343
80,0.007997249,0.008989107
81,0.008448505,0.017493073
82,0.016739428,0.04112055
83,0.020514216,0.026125342
84,0.0008237203,0.0005172144
85,0.00624953,0.0027705051
86,0.0037532994,3.6084726e-05
87,0.008989295,0.010356316
88,0.0068476223,0.0051320503
89,0.0024031145,0.0005853745
90,0.0005730228,0.0007497604
91,0.002865114,0.00056131795
92,0.0015650685,4.0094143e-05
93,0.0034775322,0.0015957468
94,0.007588971,0.014241439
95,0.004150834,0.00092617463
96,0.0021488355,0.00010825418
97,0.00023279051,2.4056484e-05
98,0.008742179,0.00102641
99,0.019783612,0.111357465
100,0.0114712,0.010837446
101,0.0081691565,0.0064270906
102,0.008803063,0.0012910314
103,0.0016832545,0.00010825418
104,0.000966976,0.0017801799
105,0.005382833,0.0034400774
106,0.0039896714,4.4103555e-05
107,0.007968598,0.00704855
108,0.0017119056,0.002662251
109,0.004508973,0.0047511556
110,0.00078790635,0.00019245187
111,0.004480322,0.0059980834
112,0.014662221,0.009081323
113,0.0012248362,3.6084726e-05
114,0.006471576,0.009081323
115,0.008695621,0.0034641337
116,0.004380043,0.0016398503
117,0.003767625,0.0011587207
118,0.020628821,0.040430933
119,0.006861948,0.0003688661
120,0.0025392072,0.00032877194
121,0.008033063,0.010384383
122,0.018229287,0.0013551819
123,0.0035599042,0.0008780617
124,0.0060167396,0.0033358326
125,0.007853994,0.0084157605
126,0.0062817624,0.005051862
127,0.00354916,0.0018122551
128,0.0043907873,0.0031393713
129,0.0010708363,0.00055329915
130,0.0031946022,0.00055730855
131,0.0014970221,0.0014754644
132,0.0030262766,0.00084999576
133,0.004272601,3.6084726e-05
134,0.0033342764,0.00095824996
135,0.0114067355,0.013988846
136,0.024006074,0.04857004
137,0.007853994,0.0031995124
138,0.0046020895,0.0054928972
139,0.016492313,0.017200386
140,0.015389244,0.01786194
141,0.035742298,0.04762382
142,0.015908545,0.025832655
143,0.004999624,0.00028065898
144,0.012993292,0.017629394
145,0.008373296,0.00077782635
146,0.0005801856,0.00014834832
147,0.0016617661,1.6037657e-05
148,0.012305665,0.009502311
149,0.003749718,0.00016839539
150,0.0145726865,0.014453938
151,0.00113172,8.4197694e-05
152,0.0068225525,0.0013511726
153,0.00056586,4.009414e-06
154,0.00666139,0.0004851391
155,0.0058269254,0.0029188534
156,0.00093116204,7.617887e-05
157,0.016492313,0.01861571
158,0.0016939987,0.0008299487
159,0.016413521,0.011936026
160,0.0071126455,0.0012669748
161,0.0011532084,4.009414e-06
162,0.0007234413,1.2028242e-05
163,0.00054079026,9.221653e-05
164,0.0018479986,0.0018403211
165,0.00766418,0.004466487
166,0.015471616,0.019878674
167,0.013072083,0.023699647
168,0.0043764617,0.0010344288
169,0.008960644,0.012308901
170,0.0015579057,0.0008219299
171,0.025012445,0.021494469
172,0.005937949,0.006146432
173,0.0067545064,0.01669921
174,0.0078790635,0.0016157939
175,0.008871109,0.009386038
176,0.0014003245,0.002934891
177,0.007109064,0.00045306378
